Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
PURPLEUTED,ST,250.25,4.99,240.49,0.35,0.86
OMAXAUTO,EQ,91.25,5.01,195.01,0.93,0.85
RAJSREESUG,EQ,51,4.42,168.99,1.67,0.85
IMPAL,EQ,1055.25,2.22,1316.95,0.08,0.84
738GS2027,GS,105.95,0.01,150449,0.79,0.84
GTL,EQ,8.88,1.49,139.68,9.34,0.84
APCOTEXIND,EQ,343.15,0.75,1779.06,0.24,0.83
CONTROLPR,EQ,637.6,1.46,1019.79,0.13,0.83
NV20IETF,EQ,14.73,0.07,192.19,5.63,0.83
PRAMARA,SM,159.75,2.14,175.26,0.52,0.82
DENORA,EQ,847.15,1.15,449.72,0.1,0.82
CAPINVIT,IV,88.25,0.88,2430.41,0.93,0.82
MMP,EQ,256,1.92,650.31,0.32,0.81
MOLDTECH,EQ,150,1.74,428.47,0.54,0.8
URBAN,ST,183.95,0.44,159.3,0.44,0.8
MUNJALSHOW,EQ,124.15,1.07,496.54,0.64,0.8
MUNJALAU,EQ,81.58,0.2,815.8,0.97,0.8
UMIYA-MRO,EQ,66.66,6.47,124.55,1.19,0.8
RADIOCITY,EQ,10.8,8.87,373.34,7.26,0.79
ALBERTDAVD,EQ,826,0.15,471.41,0.1,0.79
SSDL,EQ,98.5,3.87,390.06,0.81,0.78
VIDHIING,EQ,443.55,0.01,2215.31,0.18,0.78
GANESHIN,ST,190.8,0.55,815.12,0.41,0.77
NATHBIOGEN,EQ,191,2.37,362.98,0.41,0.76
SHRIAHIMSA,SM,160.5,3.51,374.45,0.48,0.76
RKDL,EQ,32.82,10.84,78.77,2.37,0.76
NRAIL,EQ,269.89,1.08,459.33,0.28,0.76
MIRZAINT,EQ,32.1,3.18,443.63,2.34,0.75
PANACHE,BE,190,4.45,289.33,0.4,0.75
DYNAMIC,ST,175,4.04,240.56,0.43,0.75
PONNIERODE,EQ,339.25,1.12,291.7,0.22,0.75
MYMUDRA,SM,94.95,17.95,108.17,0.83,0.74
HDFCNIFBAN,EQ,56.55,0.28,5486.13,1.29,0.73
NIF100BEES,EQ,268.78,0.14,303.37,0.27,0.71
VIPCLOTHNG,BE,41.95,1.45,378.09,1.69,0.7
BHANDARI,EQ,5.73,12.8,137.55,12.66,0.69
BANARISUG,EQ,4360,1.32,5467.31,0.02,0.69
MASON,SM,125.7,0.6,220.89,0.55,0.69
SAKHTISUG,EQ,25.34,1.28,301.16,2.69,0.69
NIRMAN,ST,229.6,4.98,183.9,0.3,0.69
UNITEDTEA,EQ,441.8,5.25,220.75,0.15,0.68
GODAVARIB,BE,197.8,2.21,1012.26,0.35,0.68
PDMJEPAPER,BE,109.93,1.99,1043.79,0.62,0.68
MOVALUE,EQ,101.99,0.53,130.52,0.66,0.68
SGBJUN28,GB,9350,0.54,2233.09,0.01,0.67
BALPHARMA,EQ,101.4,3.98,161.44,0.68,0.67
RML,EQ,834.9,2.53,2307.42,0.08,0.67
ASTEC,EQ,730.7,0.53,1433,0.09,0.67
SIGMA,EQ,319,1.84,327.85,0.21,0.67
INDIANCARD,EQ,340.9,6.51,202.53,0.2,0.66
AFIL,EQ,7.34,1.1,313.23,8.96,0.66
TIRUPATIFL,BE,38.57,1.98,456.21,1.71,0.66
BANKETF,EQ,560.17,0.28,253.66,0.12,0.66
SAH,EQ,94,4.67,242.48,0.7,0.65
GGBL,ST,434.55,2,1077.73,0.15,0.65
VIRINCHI,EQ,22.98,1.86,235.88,2.81,0.65
INDOTHAI,BE,1826,1.39,2019.98,0.03,0.65
CGRAPHICS,SM,164.95,3.71,400.6,0.4,0.65
AONETOTAL,EQ,11.54,0.17,21.98,5.58,0.64
KHAITANLTD,EQ,120,11.32,57,0.56,0.64
AAATECH,EQ,86,3.68,110.31,0.74,0.64
EBBETF0431,EQ,1353.24,0.18,13011.92,0.05,0.63
PAVNAIND,EQ,406,0.93,566.49,0.16,0.63
SUKHJITS,EQ,217.89,0.13,680.78,0.29,0.63
VASWANI,EQ,44.83,4.16,140.52,1.39,0.62
OSELDEVICE,SM,270.75,9.99,436.7,0.23,0.62
MODISONLTD,EQ,136.8,0.7,443.92,0.44,0.61
SHAH,EQ,3.24,1.57,192.42,18.32,0.6
GATECH,EQ,0.81,9.46,89.41,75.65,0.6
CHANDAN,SM,182.35,4.83,445.88,0.33,0.6
NGLFINE,BE,1313.6,5,811.55,0.05,0.6
GTPL,EQ,110,2.28,1237.09,0.54,0.59
DENEERS,SM,312,1.63,268.52,0.19,0.59
PRIMO,EQ,26,0.93,630.09,2.28,0.59
AMJLAND,EQ,58.29,4.95,238.99,1.05,0.59
BANG,EQ,54.75,4.56,74.24,1.07,0.59
ARCHIDPLY,EQ,99.69,4.16,198.03,0.6,0.59
VALIANTLAB,BE,104.25,0.93,452.97,0.55,0.58
WSI,BE,77.93,5,493.95,0.74,0.58
CREST,EQ,401,1.1,1140.85,0.14,0.57
SAHYADRI,EQ,291,2.09,318.54,0.2,0.57
STARPAPER,EQ,179,2.87,279.39,0.32,0.56
SUNDRMBRAK,EQ,771.8,7.03,303.67,0.07,0.56
ASHIMASYN,BE,32.75,0.89,627.69,1.7,0.55
BETA,SM,1800,0.73,1817.02,0.03,0.55
ZODIACLOTH,EQ,113.25,3.3,294.38,0.48,0.54
RMDRIP,SM,545,0.02,1361.41,0.1,0.53
KAPSTON,EQ,213.8,6.18,433.76,0.25,0.53
SGBAUG28V,GB,9229.84,0.58,5860.75,0.01,0.53
DEVIT,EQ,112.51,0.25,253.53,0.47,0.53
CLEDUCATE,EQ,87.56,4.49,473.68,0.61,0.53
PSRAJ,SM,138.1,1.54,104.1,0.38,0.53
RUCHIRA,EQ,127.8,0.5,381.42,0.41,0.53
LGHL,EQ,538,0.96,1122.91,0.1,0.52
EBBETF0433,EQ,1241.75,0.04,6325.98,0.04,0.52
JETFREIGHT,EQ,16.7,4.51,77.49,3.14,0.52
SGBJUN31I,GB,9316,0.38,7237.87,0.01,0.51
JITFINFRA,BE,460,0.93,1182.37,0.11,0.5
ARROWGREEN,BE,617.85,2,932.21,0.08,0.5
INSPIRISYS,EQ,108.54,2.16,430,0.45,0.49
SHIVAMAUTO,EQ,31.99,0.85,420.65,1.54,0.49
AUTOIND,EQ,85.16,1.53,367.68,0.57,0.49
NAVKARURB,EQ,3.53,4.44,396.1,13.9,0.49
NDGL,EQ,4361,3.15,436.1,0.01,0.49
OCCL,EQ,193,0.08,192.81,0.25,0.48
EXCEL,EQ,0.76,2.7,107.21,63.96,0.48
UMAEXPORTS,EQ,74.76,0.5,252.76,0.64,0.48
DCM,EQ,111.86,3.72,208.93,0.43,0.48
BAJAJINDEF,EQ,232,1.28,742.4,0.21,0.48
GENUSPAPER,EQ,20.55,2.8,528.39,2.33,0.47
INDBANK,EQ,35.25,3.1,156.43,1.35,0.47
GROWWN200,EQ,11.21,0.09,11.4,4.21,0.47
QGOLDHALF,EQ,78.2,0.46,313.74,0.6,0.47
INVENTURE,EQ,1.7,3.66,178.5,27.56,0.47
KRISHCA,SM,240,0.63,340.56,0.19,0.47
SPECIALITY,EQ,136.5,1.19,658.42,0.34,0.47
RKEC,EQ,85.84,4.99,205.94,0.54,0.46
LAWSIKHO,ST,167.8,4.97,266.97,0.28,0.46
EMAPARTNER,SM,121,1.72,281.28,0.38,0.46
SGBJUL28IV,GB,9250,0.73,3821.01,0,0.46
HDFCQUAL,EQ,57.6,0.66,21.96,0.8,0.46
VSTL,EQ,157.7,0.01,299.04,0.29,0.46
SGBN28VIII,GB,9193.95,0.05,1446.63,0,0.45
ORIENTALTL,EQ,12.15,1.5,89.31,3.79,0.45
TTKHLTCARE,EQ,1215.5,0.82,1717.54,0.04,0.45
EFACTOR,SM,214.8,0.05,281.13,0.21,0.45
SGBSEP29VI,GB,9204.99,0.43,3240.47,0,0.45
JOCIL,EQ,168.1,3.54,149.29,0.27,0.45
GCHOTELS,ST,146.75,1.14,365.69,0.3,0.44
HOLMARC,SM,169.55,4.98,170.4,0.26,0.44
SOMICONVEY,EQ,193.99,1.41,228.51,0.22,0.44
BHAGYANGR,EQ,77.12,2.25,246.75,0.56,0.44
KNAGRI,SM,231,0.76,577.47,0.19,0.43
HEALTHY,EQ,14.55,0.9,36.61,2.99,0.43
GSS,EQ,38.5,0.36,100.7,1.11,0.43
RACE,EQ,276.5,0.6,477.16,0.16,0.43
MACOBSTECH,SM,174,2.41,170.44,0.25,0.43
ZIMLAB,EQ,93.25,1.25,454.37,0.46,0.43
DPEL,ST,136,0.52,291.95,0.32,0.42
AGRITECH,EQ,168,4.42,99.79,0.25,0.42
OSIAHYPER,EQ,24.46,2.9,325.62,1.74,0.42
GLOBALVECT,EQ,222,1.74,310.8,0.19,0.42
KOTYARK,ST,410.35,4.99,421.8,0.1,0.42
LLOYDS,SM,104,9.42,248.18,0.41,0.42
HDFCGROWTH,EQ,119.62,0.61,17.99,0.35,0.42
KAMOPAINTS,BE,11.88,4.85,373.45,3.52,0.41
DBOL,BE,79.77,2.15,529.57,0.52,0.41
PVTBANKADD,EQ,27.84,0.11,354.65,1.46,0.41
DUCON,EQ,6.12,0.33,198.85,6.65,0.41
MKPL,EQ,7.3,1.11,274.02,5.47,0.4
IVC,EQ,10.1,2.02,317.17,4,0.4
AYMSYNTEX,EQ,210.73,1,1233.21,0.19,0.4
PRITI,EQ,105.3,4.83,140.61,0.38,0.4
SHERA,SM,152,0.16,346.38,0.26,0.4
SILKFLEX,ST,99.15,2.01,115.08,0.4,0.4
EQUAL50ADD,EQ,322.08,0.11,539.37,0.12,0.4
AAREYDRUGS,EQ,56.67,4.98,160.68,0.71,0.4
SGBJAN29IX,GB,9235,0.62,2650.34,0,0.4
PLASTIBLEN,EQ,199.5,2.13,518.48,0.2,0.39
STEELCITY,EQ,103,2.23,155.6,0.38,0.39
ORIENTBELL,EQ,271.8,4.1,398.38,0.15,0.39
HIGREEN,SM,220.05,1.64,549.9,0.18,0.39
AMNPLST,EQ,220.47,5,1213.03,0.18,0.38
BBETF0432,EQ,1274.33,0.05,10861.3,0.03,0.38
VISHNUINFR,SM,201.5,2.83,495.88,0.19,0.38
METAL,EQ,9.24,0.33,30.45,4.12,0.38
SGBMR29XII,GB,9190,0.33,2969.2,0,0.38
NAMOEWASTE,SM,163,1.24,372.74,0.23,0.38
PODDARMENT,EQ,315,1.96,334.21,0.12,0.38
VLEGOV,BE,58.79,2,622.89,0.64,0.38
CROWN,EQ,167.43,5,187.91,0.22,0.37
EXXARO,EQ,6.63,2,296.63,5.54,0.37
CCCL,EQ,19.95,5,891.29,1.84,0.37
DCMNVL,EQ,189.5,2.89,353.94,0.19,0.37
INFOLLION,SM,507.25,5,491.88,0.07,0.36
REXPIPES,SM,90.1,4.95,85.14,0.4,0.36
RAJTV,BE,51.86,4.47,269.22,0.7,0.36
ELECTHERM,BE,1165.7,1.99,1485.43,0.03,0.36
VIPULLTD,BE,12.88,2.22,181.56,2.79,0.36
PRECOT,EQ,543,0.01,651.6,0.07,0.36
CIFL,EQ,37.4,5.83,1455.35,0.95,0.35
CPCAP,BE,203.1,0.74,369.5,0.17,0.34
BALAJIPHOS,ST,141,0.36,335.26,0.24,0.33
NAHARCAP,EQ,279.5,2.51,468.06,0.12,0.33
PATINTLOG,EQ,16.93,1.56,117.81,1.93,0.33
CHAMUNDA,ST,44.2,3.03,48.64,0.78,0.33
HDFCLIQUID,EQ,1011.71,0.01,34.68,0.03,0.33
TPHQ,BE,0.8,3.9,87.7,41.55,0.33
BEARDSELL,EQ,31.5,3.38,124.23,1.04,0.33
SGBMAY28,GB,9229,0.84,2348.13,0,0.33
ARSSINFRA,BE,54.73,4.99,124.44,0.6,0.33
SUPREMEINF,BZ,95,1.83,244.13,0.33,0.32
ADVANIHOTR,EQ,61.99,1.19,573.03,0.51,0.32
ASAHISONG,BE,445.9,1.89,525.59,0.07,0.32
DRONE,ST,129.35,1.97,315.61,0.24,0.32
PHOGLOBAL,ST,27.85,3.72,53.88,1.14,0.32
STEL,BE,429.2,4.73,792.11,0.07,0.32
BANKBETF,EQ,55.92,0.2,317.34,0.56,0.31
KAVVERITEL,BE,56.28,5,113.26,0.56,0.31
NAHARPOLY,EQ,231.47,3.94,569.14,0.14,0.31
NIRAJ,EQ,60,3.04,326.01,0.52,0.31
TOLINS,BE,134.25,1.3,530.41,0.23,0.31
ANYA,SM,24.7,1.44,296.4,1.25,0.31
NIFTYQLITY,EQ,21.38,0.09,32.73,1.43,0.31
ALMONDZ,EQ,22.49,2.69,387.47,1.36,0.31
92GS2030,GS,116,0.39,71786.08,0.26,0.31
AMBEY,SM,45.6,20,113.76,0.7,0.31
DIVGIITTS,EQ,542,0.34,1657.59,0.05,0.3
SEJALLTD,EQ,410,0.56,414.1,0.07,0.3
TIPSFILMS,EQ,521,0.97,225.22,0.06,0.3
DGCONTENT,EQ,41.5,2.49,241.48,0.72,0.3
AARVEEDEN,BE,141.97,0.26,333.06,0.21,0.3
ATCENERGY,SM,95.2,1.44,194.1,0.31,0.3
TROM,SM,180,1.12,165.51,0.16,0.3
PIGL,BE,160.95,1.98,278.33,0.18,0.29
MCL,EQ,57.31,1.02,155.56,0.51,0.29
USK,EQ,38.99,1.64,215.84,0.74,0.29
YAARI,EQ,15.29,4.94,153.58,1.91,0.29
SUNLITE,SM,122,3.43,132.74,0.24,0.29
SHREMINVIT,IV,114,0.32,6963.62,0.25,0.28
SILINV,EQ,640,0.46,678.14,0.04,0.28
BRNL,BE,24.9,2.94,209.04,1.15,0.28
HDFCPSUBK,EQ,68,1.86,26.13,0.42,0.28
APCL,EQ,140,5.43,411.25,0.21,0.28
NIPPOBATRY,EQ,530.8,2.8,398.1,0.05,0.28
HDFCNEXT50,EQ,68.36,0.6,137.74,0.41,0.28
TOP100CASE,EQ,10.58,0.28,50.14,2.62,0.28
SPCENET,BE,7.57,1.88,427.46,3.64,0.27
COMPUSOFT,EQ,20.91,1.75,165.45,1.3,0.27
ACL,EQ,58.4,1.23,538.29,0.46,0.27
SUNDARAM,EQ,2.23,0.45,105.67,12.07,0.27
MULTICAP,EQ,15.9,0.57,47.84,1.7,0.27
SKP,SM,230,0.77,381.8,0.12,0.27
PELATRO,SM,375,3.31,390.25,0.07,0.27
AKIKO,SM,90,4.11,96.93,0.3,0.27
SGBMAY29I,GB,9240,0.46,4914.73,0,0.27
BSLGOLDETF,EQ,83.21,1.04,1188.1,0.32,0.27
KRITIKA,EQ,10.42,0.77,277.46,2.54,0.27
MITCON,EQ,78.5,5.5,105.49,0.35,0.27
BALKRISHNA,EQ,20.4,9.8,65.73,1.34,0.26
PLAZACABLE,EQ,59.85,1.58,261.86,0.44,0.26
SRIVASAVI,SM,78,3.86,110.56,0.34,0.26
MEGATHERM,SM,309,0.21,582.18,0.08,0.26
DPSCLTD,EQ,13.57,1.27,1321.43,1.91,0.26
MANAKSIA,EQ,72.08,1.38,472.37,0.36,0.26
EMAMIREAL,EQ,119.05,0.48,450.53,0.21,0.26
ALKALI,EQ,90,1.16,91.64,0.28,0.26
GLOBE,BE,2.38,4.85,107.2,10.98,0.26
HRHNEXT,ST,63.15,4.99,83.39,0.41,0.26
KONSTELEC,ST,82.55,4.96,124.65,0.31,0.26
MAHASTEEL,BE,265,0.93,435.51,0.1,0.26
SGBMAR31IV,GB,9330,0.91,3294.97,0,0.25
TREJHARA,EQ,256.7,1.48,372.63,0.1,0.25
HINDCON,EQ,37.89,2.88,193.96,0.67,0.25
DIGIDRIVE,EQ,34.85,4.06,134.39,0.73,0.25
SGBAUG30,GB,9299,0.55,3124.84,0,0.25
KRITI,EQ,126.18,4.19,644.82,0.2,0.25
HERANBA,BE,273.75,1.99,1095.37,0.09,0.24
SILVERCASE,EQ,9.8,0.31,19.6,2.49,0.24
SVLL,EQ,607,1.28,697.67,0.04,0.24
BSL,BE,167,4.76,171.88,0.15,0.24
KKJEWELS,ST,151.75,1.98,159.11,0.16,0.24
CENTEXT,EQ,19.25,1.96,154,1.27,0.24
ROXHITECH,ST,54.75,4.99,125.03,0.45,0.24
AJOONI,EQ,5.91,1.2,101.8,4.07,0.24
MADHUSUDAN,SM,173,3.47,250.33,0.14,0.24
KOTHARIPRO,EQ,73.8,0.68,440.5,0.32,0.24
ORIENTCER,EQ,38.39,0.97,459.29,0.62,0.24
PTL,EQ,42.69,0.19,565.12,0.55,0.24
MARCO,SM,48.5,4.3,90.69,0.48,0.24
ORBTEXP,EQ,173.11,1.37,458.22,0.14,0.24
MOHEALTH,EQ,43.11,0.4,29.38,0.54,0.24
LOKESHMACH,BE,194.95,1.52,373.79,0.12,0.23
EMMIL,ST,218.25,1.99,247.2,0.11,0.23
ESILVER,EQ,97,0.42,170.3,0.24,0.23
MEGASTAR,EQ,243.83,6.33,275.37,0.1,0.23
GANDHITUBE,EQ,693,1.16,842.13,0.03,0.23
BOHRAIND,BE,30.46,5,43.55,0.76,0.23
BANKPSU,EQ,67.53,2.21,43.53,0.33,0.22
SURANAT&P,EQ,20.3,1.91,275.59,1.11,0.22
VARDHACRLC,EQ,43.91,1.08,352.88,0.5,0.22
AXISBNKETF,EQ,566.66,0.3,336.5,0.04,0.22
KALYANIFRG,BE,847.7,5,308.39,0.03,0.22
SAJHOTELS,SM,73,1.39,117.71,0.3,0.22
DCMFINSERV,EQ,7.6,4.97,14.27,2.88,0.22
HISARMETAL,EQ,206.5,2.11,111.51,0.11,0.22
SHREYANIND,EQ,189.51,1.25,262,0.11,0.21
INDUSINVIT,IV,110.24,0.6,4882.96,0.19,0.21
NBIFIN,EQ,2570.8,1.77,759.63,0.01,0.21
TREEHOUSE,BE,8.49,4.94,35.92,2.63,0.21
SGBMAR30X,GB,9267,0.72,1426.83,0,0.21
NV20,EQ,150.05,0.01,120.88,0.14,0.21
SBGLP,BE,41.73,4.98,723.67,0.5,0.21
AXISILVER,EQ,95.92,0.36,204.28,0.21,0.2
SHUBHSHREE,SM,380,3.26,199.2,0.05,0.2
SGBJUL25,GB,9290,0.29,2183.11,0,0.2
AKSHARCHEM,EQ,250,0.11,200.83,0.08,0.2
CINELINE,BE,92,0.38,315.25,0.22,0.2
ACCURACY,EQ,8.35,1.83,125.72,2.37,0.2
GENCON,EQ,37.85,0.5,215.69,0.53,0.2
BGRENERGY,BE,116.39,2,839.89,0.17,0.2
83GS2040,GS,115.7,2.02,104130,0.17,0.2
SAKUMA,BE,3.15,1.94,493.83,6.3,0.2
SGBJUN30,GB,9298,0.74,2378.3,0,0.19
865IRFC29,NA,1112,0.25,765.46,0.02,0.19
SILGO,BE,51.25,0.61,94.8,0.37,0.19
AKASH,EQ,30.94,5.92,52.17,0.62,0.19
MOMENTUM,EQ,31.1,0.39,47.8,0.62,0.19
WTICAB,SM,154,4.83,366.7,0.13,0.19
ABSMARINE,ST,130,1.56,319.15,0.14,0.19
SGBJAN30IX,GB,9309,1.29,2171.96,0,0.19
ATLASCYCLE,EQ,96.58,10,62.81,0.19,0.19
GVKPIL,BE,3.72,1.92,587.47,4.91,0.18
MAGNUM,EQ,28.12,0.11,186.75,0.64,0.18
AKANKSHA,SM,101.5,3.57,198.74,0.18,0.18
UNITEDPOLY,EQ,17.2,0.7,394.77,1.05,0.18
NEELAM,ST,27,2.86,54.59,0.66,0.18
IFBAGRO,EQ,529.65,0.11,496.13,0.03,0.18
NATCAPSUQ,EQ,205,4.08,211.99,0.09,0.18
GOYALALUM,EQ,8.9,6.97,127.03,2.02,0.17
EQUAL200,EQ,12.9,0.94,16.4,1.35,0.17
LANCORHOL,EQ,23.2,1.13,169.35,0.75,0.17
NITIRAJ,BE,259.95,1.4,266.47,0.07,0.17
MANAKSTEEL,BE,64.49,2.4,422.63,0.27,0.17
GSEC10YEAR,EQ,29.2,0.27,92.46,0.58,0.17
SIL,EQ,20.93,2.75,134.64,0.82,0.17
INFINIUM,SM,303.75,0.13,473.34,0.06,0.17
HINDCOMPOS,EQ,445.4,0.97,657.81,0.04,0.17
SHIVATEX,EQ,200.7,2.31,260.16,0.08,0.16
TIMESGTY,EQ,175.5,4.1,157.83,0.09,0.16
KANORICHEM,EQ,95.6,0.56,417.71,0.17,0.16
NECCLTD,EQ,24.45,1.62,234.61,0.65,0.16
PSUBANKADD,EQ,67.5,1.15,68.05,0.23,0.16
AVIANSH,SM,105,0.96,146.76,0.15,0.16
SLONE,ST,281.4,5,148.27,0.06,0.16
SHEMAROO,BE,109.85,1.77,300.11,0.15,0.16
DHRUV,BE,73.97,5,140.3,0.21,0.16
UNIVPHOTO,EQ,234.09,0.94,256.25,0.06,0.15
RHL,EQ,237,1.06,409.81,0.06,0.15
SHEKHAWATI,BE,25.95,3.43,89.45,0.59,0.15
710GS2029,GS,104.6,0.19,157946,0.14,0.15
AXISVALUE,EQ,28.35,0.85,11.31,0.53,0.15
AMEYA,SM,114,0.4,85.5,0.13,0.15
KEN,ST,38,1.2,93.35,0.38,0.15
ENSER,ST,18.6,1.92,162.12,0.8,0.15
OILCOUNTUB,EQ,68.48,1.69,327.61,0.22,0.15
SECMARK,EQ,126,0.42,131.17,0.12,0.15
SGBDE30III,GB,9241.01,0.06,2597.66,0,0.15
935TSI31,N0,104055,0.12,1300.07,0,0.15
ALPHAGEO,BE,262.9,1.91,167.33,0.05,0.14
VAL30IETF,EQ,12.99,0.46,10.3,1.1,0.14
PRANIK,SM,59.5,2.67,65.51,0.24,0.14
MAHAPEXLTD,EQ,121.9,2.69,172.49,0.12,0.14
CONS,EQ,118.68,0.36,7.3,0.12,0.14
INDTERRAIN,EQ,37.42,0.78,171.08,0.37,0.14
KANDARP,ST,89,0.74,79.86,0.16,0.14
DRL,ST,32.85,3.96,25.43,0.42,0.14
ODIGMA,BE,46.13,4.98,144.2,0.3,0.14
AUSOMENT,EQ,100.5,7.21,136.92,0.14,0.14
IBLFL,SM,61,0.08,150.86,0.22,0.13
SELECTIPO,EQ,47.22,0.13,16.92,0.28,0.13
HMT,BZ,53.15,0.89,6399.75,0.25,0.13
AESTHETIK,SM,73.7,0.27,126.91,0.18,0.13
734GS2064,GS,108.2,0.05,258598,0.12,0.13
CEREBRAINT,BZ,5.04,1.82,56.44,2.63,0.13
TTL,EQ,13.7,0.37,308.22,0.95,0.13
PAR,BE,106.97,1.88,131.62,0.12,0.13
ETML,SM,106,0.05,206.45,0.12,0.13
SADBHIN,EQ,4.63,6.44,163.08,2.69,0.13
764NABAR31,N2,1121,0.54,0,0.01,0.12
SALSTEEL,EQ,18.14,0.11,154.13,0.68,0.12
BIOFILCHEM,EQ,46.71,0.99,76.01,0.27,0.12
SBIBPB,EQ,39.23,1.92,474.78,0.31,0.12
TARMAT,EQ,50.1,1.42,120.56,0.24,0.12
GREENCHEF,SM,66.75,5.7,155.34,0.18,0.12
TARAPUR,BE,28.3,0.32,55.19,0.43,0.12
UYFINCORP,EQ,18.6,0.49,353.84,0.64,0.12
SHYAMCENT,BE,9.95,4.41,211.11,1.19,0.12
NIFMID150,EQ,211.62,0.04,9.77,0.06,0.12
910TCAP28,NA,1098,0.18,375.35,0.01,0.12
SHREERAMA,EQ,40.81,4.99,544.68,0.28,0.12
723GS2039,GS,108.5,2.02,126945,0.11,0.12
MAXPOSURE,SM,58.55,3.54,133.15,0.2,0.12
SGBOC28VII,GB,9200,0.03,1710.76,0,0.11
TAINWALCHM,EQ,208,4.18,194.77,0.06,0.11
UMANGDAIRY,EQ,80.3,1.1,176.69,0.14,0.11
ABAN,BE,41,0.17,239.3,0.28,0.11
MIRCELECTR,BE,13.77,2,318.02,0.83,0.11
SBINEQWETF,EQ,31.37,0.03,28.05,0.36,0.11
SGBJUL29IV,GB,9210.01,0.34,2692.79,0,0.11
ARIHANTACA,SM,274.5,0.55,166.22,0.04,0.11
MOM50,EQ,257.5,0.23,56,0.04,0.11
SGBSEP28VI,GB,9249,0.76,2950.55,0,0.11
NAGREEKEXP,EQ,29.45,1.03,92.03,0.36,0.11
BEDMUTHA,EQ,168.85,2.05,544.78,0.06,0.11
SGBJU29III,GB,9230,0.18,1365.33,0,0.11
738REC27TF,N2,1070.01,0.06,911.69,0.01,0.11
HITECHCORP,EQ,198.04,1.4,340.15,0.05,0.11
LAXMICOT,EQ,28.82,2.42,49.42,0.37,0.11
ROCKINGDCE,ST,248,2.42,140.34,0.04,0.11
865IIFL28,NS,960,0.35,151.94,0.01,0.1
PIONEEREMB,EQ,44.97,2.09,138.54,0.23,0.1
SIMBHALS,BE,15.75,5,65.01,0.66,0.1
MSCIINDIA,EQ,29.87,1.08,1107.41,0.34,0.1
SGBJUN29II,GB,9239,0.51,1754,0,0.1
SUPERSPIN,EQ,10.5,7.03,57.75,0.95,0.1
SUPREMEPWR,ST,128.65,1.98,321.51,0.07,0.1
ATAM,EQ,105,0.45,120.36,0.09,0.1
CMNL,SM,157,1.23,378.92,0.06,0.1
BANKETFADD,EQ,56.34,0.12,692.42,0.17,0.1
SIDDHIKA,SM,191,4.95,118.02,0.05,0.09
EVERESTIND,BE,492,0.71,778.34,0.02,0.09
LICNETFGSC,EQ,28.37,0.07,2474.36,0.33,0.09
CRAYONS,ST,61.6,4.94,150.49,0.15,0.09
AKSHAR,BE,0.64,4.92,50.4,14.42,0.09
VELS,ST,87,0.29,112.3,0.11,0.09
COUNCODOS,BE,9.08,4.97,70.46,1.01,0.09
BAWEJA,SM,57,4.97,105.03,0.16,0.09
NOIDATOLL,BE,4.56,4.83,84.9,1.95,0.09
KESORAMIND,BE,4.88,1.88,151.6,1.82,0.09
AUROIMPEX,SM,57,4.3,69.54,0.16,0.09
BVCL,EQ,40.59,4.18,89.95,0.22,0.09
854NHPC28,N2,1098,0.17,234,0.01,0.09
TECHLABS,ST,501.2,1.99,866.13,0.02,0.09
SALONA,EQ,259.6,7.45,136.61,0.03,0.09
HOACFOODS,SM,165,3.51,63.41,0.05,0.09
AUSL,ST,30.6,4.97,76,0.28,0.09
RUCHINFRA,EQ,8.43,2.68,198.97,1.02,0.09
EFORCE,ST,39.5,1.94,92.43,0.22,0.09
GOYALSALT,SM,175.5,0.72,314.15,0.05,0.08
CTE,BE,52.22,4.99,102.51,0.16,0.08
ASHOKAMET,EQ,18.4,0.33,45.99,0.46,0.08
692GS2039,GS,104,0.48,110240,0.08,0.08
WEWIN,BE,45.01,4.99,45.73,0.18,0.08
SANGANI,SM,71.9,1.27,99.06,0.12,0.08
CONSUMER,EQ,11.48,0.44,26.14,0.72,0.08
ARISTO,SM,136,4.62,92.59,0.06,0.08
FMNL,BE,17.08,4.98,103.58,0.48,0.08
PALASHSECU,EQ,124,0.71,124.04,0.06,0.08
KREBSBIO,EQ,76,0.09,163.86,0.11,0.08
SURYALAXMI,EQ,69,2.79,129.76,0.12,0.08
SGBAPR28I,GB,9210,0.11,1632.82,0,0.08
SOMATEX,EQ,46.11,0.63,152.32,0.17,0.08
KARMAENG,EQ,63,1.24,72.89,0.12,0.08
SGBAUG29V,GB,9249,0.63,2120.56,0,0.08
733GS2026,GS,102.08,0.18,46956.8,0.07,0.08
KATARIA,SM,116.95,3.18,251.81,0.07,0.08
HOVS,EQ,56.5,3.63,71.16,0.14,0.08
SFML,ST,31.55,1.77,78.34,0.24,0.08
JALAN,ST,9.7,2.65,14.1,0.78,0.07
SGBFEB29XI,GB,9240,0.61,1134.59,0,0.07
82HUDCO27,N2,1069.99,1.31,2694.48,0.01,0.07
EQUIPPP,BE,21.25,4.37,219.08,0.35,0.07
AMDIND,EQ,51.65,0.02,99,0.14,0.07
GKWLIMITED,BE,2003.2,2,1195.21,0,0.07
930APMD27,N0,100770.57,0.02,388.94,0,0.07
OSWALSEEDS,BE,15,1.28,137.21,0.47,0.07
PATTECH,SM,81,4.99,62.83,0.09,0.07
